id_str	from_user	text	created_at	time	geo_coordinates	user_lang	in_reply_to_user_id_str	in_reply_to_screen_name	from_user_id_str	in_reply_to_status_id_str	source	profile_image_url	user_followers_count	user_friends_count	user_location	status_url	entities_str
1163712381895229440	bouwman_aniek	RT @basrodenburg: New paper out on individual activity tracking in group-housed broilers, using an ultra-wideband tracking system. First paper PhD student Malou van der Sluis! @Breed4Food @WURanimal @VET_UniUtrecht Open access through @Animals_MDPI Link: https://t.co/uh2FLmjZcF	Tue Aug 20 07:20:27 +0000 2019	20/08/2019 08:20:27					743343262048477184		<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>	http://pbs.twimg.com/profile_images/885789591273435136/XuZru7zO_normal.jpg	385	290	Wageningen, Nederland	http://twitter.com/bouwman_aniek/statuses/1163712381895229440	{"hashtags":[],"symbols":[],"user_mentions":[{"screen_name":"basrodenburg","name":"Bas Rodenburg","id":222035562,"id_str":"222035562","indices":[3,16]}],"urls":[]}
1163710338245767168	basrodenburg	New paper out on individual activity tracking in group-housed broilers, using an ultra-wideband tracking system. First paper PhD student Malou van der Sluis! @Breed4Food @WURanimal @VET_UniUtrecht Open access through @Animals_MDPI Link: https://t.co/uh2FLmjZcF	Tue Aug 20 07:12:19 +0000 2019	20/08/2019 08:12:19					222035562		<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>	http://pbs.twimg.com/profile_images/1107675585105588224/xBJuPZVF_normal.png	1911	3760		http://twitter.com/basrodenburg/statuses/1163710338245767168	{"hashtags":[],"symbols":[],"user_mentions":[{"screen_name":"Breed4Food","name":"Breed4Food","id":2283573319,"id_str":"2283573319","indices":[158,169]},{"screen_name":"WURanimal","name":"WUR Animal Sciences","id":2819547778,"id_str":"2819547778","indices":[170,180]},{"screen_name":"VET_UniUtrecht","name":"Diergeneeskunde","id":215977394,"id_str":"215977394","indices":[181,196]},{"screen_name":"Animals_MDPI","name":"Animals","id":890096257439498200,"id_str":"890096257439498240","indices":[217,230]}],"urls":[{"url":"https://t.co/uh2FLmjZcF","expanded_url":"https://www.mdpi.com/2076-2615/9/8/580","display_url":"mdpi.com/2076-2615/9/8/…","indices":[237,260]}]}
1163708706615373824	AW_NGS	RT @KeyGeneInfo: Nature's Jonathan Lambert @evolambert spoke with Fernando Garcia, KeyGene's TR4 expert and banana breeder, about the Panama Disease outbreak in Colombia, his support to Colombian government, diagnostics by KeyGene, @WUR and @UniUtrecht and banana breeding https://t.co/Ry5tDfFP4Q https://t.co/MbmueJovki	Tue Aug 20 07:05:50 +0000 2019	20/08/2019 08:05:50					1636155128		<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	http://pbs.twimg.com/profile_images/1065708590713982976/UDQ0Wn7d_normal.jpg	1295	1576	Wageningen	http://twitter.com/AW_NGS/statuses/1163708706615373824	{"hashtags":[],"symbols":[],"user_mentions":[{"screen_name":"KeyGeneInfo","name":"KeyGene","id":137769333,"id_str":"137769333","indices":[3,15]},{"screen_name":"evolambert","name":"Jon Lambert","id":342743938,"id_str":"342743938","indices":[43,54]}],"urls":[]}
1163707349544112128	KoeienRob	RT @Boerenverstand: @EenVandaag @HansClevers @UniUtrecht Typisch dit...Als je koeien inschaart in jonger gras, dan is het ook sneller verteerbaar..... Het gaat om het totale rantsoen van de koe, dit is helemaal geen echte oplossing, maar vooral goed voor de leverancier van dit graszaad #fail	Tue Aug 20 07:00:27 +0000 2019	20/08/2019 08:00:27					306271079		<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	http://pbs.twimg.com/profile_images/378800000656679420/d5bd913bcbf0544df0d331438d7b7013_normal.jpeg	1820	2270	Heukelom NBr.	http://twitter.com/KoeienRob/statuses/1163707349544112128	{"hashtags":[],"symbols":[],"user_mentions":[{"screen_name":"Boerenverstand","name":"Frank Verhoeven","id":16922745,"id_str":"16922745","indices":[3,18]},{"screen_name":"EenVandaag","name":"EenVandaag","id":10572052,"id_str":"10572052","indices":[20,31]},{"screen_name":"HansClevers","name":"Hans Clevers","id":1503128660,"id_str":"1503128660","indices":[32,44]},{"screen_name":"UniUtrecht","name":"Universiteit Utrecht","id":33548291,"id_str":"33548291","indices":[45,56]}],"urls":[]}
1163706532061749248	KeyGeneInfo	Nature's Jonathan Lambert @evolambert spoke with Fernando Garcia, KeyGene's TR4 expert and banana breeder, about the Panama Disease outbreak in Colombia, his support to Colombian government, diagnostics by KeyGene, @WUR and @UniUtrecht and banana breeding https://t.co/Ry5tDfFP4Q https://t.co/MbmueJovki	Tue Aug 20 06:57:12 +0000 2019	20/08/2019 07:57:12					137769333		<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	http://pbs.twimg.com/profile_images/743717850494304256/guEbQPTE_normal.jpg	1355	409	Wageningen NL - Rockville USA	http://twitter.com/KeyGeneInfo/statuses/1163706532061749248	{"hashtags":[],"symbols":[],"user_mentions":[{"screen_name":"evolambert","name":"Jon Lambert","id":342743938,"id_str":"342743938","indices":[26,37]},{"screen_name":"WUR","name":"Wageningen U&R","id":20045134,"id_str":"20045134","indices":[215,219]},{"screen_name":"UniUtrecht","name":"Universiteit Utrecht","id":33548291,"id_str":"33548291","indices":[224,235]}],"urls":[{"url":"https://t.co/Ry5tDfFP4Q","expanded_url":"https://www.nature.com/articles/d41586-019-02489-5","display_url":"nature.com/articles/d4158…","indices":[256,279]}],"media":[{"id":1163706462448824300,"id_str":"1163706462448824321","indices":[280,303],"media_url":"http://pbs.twimg.com/media/ECZQ3K0WsAEIQJk.jpg","media_url_https":"https://pbs.twimg.com/media/ECZQ3K0WsAEIQJk.jpg","url":"https://t.co/MbmueJovki","display_url":"pic.twitter.com/MbmueJovki","expanded_url":"https://twitter.com/KeyGeneInfo/status/1163706532061749248/photo/1","type":"photo","sizes":{"thumb":{"w":150,"h":150,"resize":"crop"},"large":{"w":640,"h":480,"resize":"fit"},"small":{"w":640,"h":480,"resize":"fit"},"medium":{"w":640,"h":480,"resize":"fit"}}}]}
1163705387784314886	nembotavy_0101	RT @IngaRoesler: Day 2 &amp; 3 group pictures from Prof. Daan Scheeper's science team (@UniUtrecht @UniUtrechtPE) at #lowlands2019! We measured participant's heart rate and blood pressure while they were discussing changing gender roles in society with a stranger https://t.co/RXJydzBjQB	Tue Aug 20 06:52:39 +0000 2019	20/08/2019 07:52:39					1049470998490185729		<a href="https://twitter.com/whtver_science" rel="nofollow">nembotavy_010101</a>	http://pbs.twimg.com/profile_images/1162639815084404736/GdeIeGLc_normal.jpg	3637	5		http://twitter.com/nembotavy_0101/statuses/1163705387784314886	{"hashtags":[{"text":"lowlands2019","indices":[117,130]}],"symbols":[],"user_mentions":[{"screen_name":"IngaRoesler","name":"Inga Rösler","id":1382322444,"id_str":"1382322444","indices":[3,15]},{"screen_name":"UniUtrecht","name":"Universiteit Utrecht","id":33548291,"id_str":"33548291","indices":[87,98]},{"screen_name":"UniUtrechtPE","name":"Public Engagement","id":925283063784976400,"id_str":"925283063784976390","indices":[99,112]}],"urls":[]}
1163702575813844993	o_Onur	RT @IngaRoesler: Day 2 &amp; 3 group pictures from Prof. Daan Scheeper's science team (@UniUtrecht @UniUtrechtPE) at #lowlands2019! We measured participant's heart rate and blood pressure while they were discussing changing gender roles in society with a stranger https://t.co/RXJydzBjQB	Tue Aug 20 06:41:29 +0000 2019	20/08/2019 07:41:29					135547160		<a href="http://klinkerapps.com" rel="nofollow">Talon Android</a>	http://pbs.twimg.com/profile_images/1123664072954785793/FKJCUk3f_normal.jpg	159	232		http://twitter.com/o_Onur/statuses/1163702575813844993	{"hashtags":[{"text":"lowlands2019","indices":[117,130]}],"symbols":[],"user_mentions":[{"screen_name":"IngaRoesler","name":"Inga Rösler","id":1382322444,"id_str":"1382322444","indices":[3,15]},{"screen_name":"UniUtrecht","name":"Universiteit Utrecht","id":33548291,"id_str":"33548291","indices":[87,98]},{"screen_name":"UniUtrechtPE","name":"Public Engagement","id":925283063784976400,"id_str":"925283063784976390","indices":[99,112]}],"urls":[]}
1163699811788263424	CESAAus	RT @RMIT_EU_CENTRE: 🗣️ Our next #SDG seminar is SDG 7: Affordable &amp; #CleanEnergy w/ Ron Boschma @UtrechtUni, Vanya Kumar @DELWP_Vic, Robyn Henderson @MBIEgovtnz, Moragh McKay Energy Innov Coop &amp; Bjorn Asheim @lunduniversity. Tues 27 Aug 12.30pm @RMIT. Register https://t.co/zR7qriIMCX @EUErasmusPlus	Tue Aug 20 06:30:30 +0000 2019	20/08/2019 07:30:30					912666538599174144		<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	http://pbs.twimg.com/profile_images/912673738260443142/Oydt9fmg_normal.jpg	839	981	Australia	http://twitter.com/CESAAus/statuses/1163699811788263424	{"hashtags":[{"text":"SDG","indices":[32,36]},{"text":"CleanEnergy","indices":[72,84]}],"symbols":[],"user_mentions":[{"screen_name":"RMIT_EU_CENTRE","name":"EU Centre at RMIT","id":2608840453,"id_str":"2608840453","indices":[3,18]},{"screen_name":"UtrechtUni","name":"Utrecht University","id":33550981,"id_str":"33550981","indices":[100,111]},{"screen_name":"DELWP_Vic","name":"DELWP Victoria","id":142878998,"id_str":"142878998","indices":[125,135]}],"urls":[]}
1163699811788263424	CESAAus	RT @RMIT_EU_CENTRE: 🗣️ Our next #SDG seminar is SDG 7: Affordable &amp; #CleanEnergy w/ Ron Boschma @UtrechtUni, Vanya Kumar @DELWP_Vic, Robyn Henderson @MBIEgovtnz, Moragh McKay Energy Innov Coop &amp; Bjorn Asheim @lunduniversity. Tues 27 Aug 12.30pm @RMIT. Register https://t.co/zR7qriIMCX @EUErasmusPlus	Tue Aug 20 06:30:30 +0000 2019	20/08/2019 07:30:30					912666538599174144		<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	http://pbs.twimg.com/profile_images/912673738260443142/Oydt9fmg_normal.jpg	839	981	Australia	http://twitter.com/CESAAus/statuses/1163699811788263424	{"hashtags":[{"text":"SDG","indices":[32,36]},{"text":"CleanEnergy","indices":[72,84]}],"symbols":[],"user_mentions":[{"screen_name":"RMIT_EU_CENTRE","name":"EU Centre at RMIT","id":2608840453,"id_str":"2608840453","indices":[3,18]},{"screen_name":"UtrechtUni","name":"Utrecht University","id":33550981,"id_str":"33550981","indices":[100,111]},{"screen_name":"DELWP_Vic","name":"DELWP Victoria","id":142878998,"id_str":"142878998","indices":[125,135]}],"urls":[]}
1163697223772905472	IngaRoesler	Day 2 &amp; 3 group pictures from Prof. Daan Scheeper's science team (@UniUtrecht @UniUtrechtPE) at #lowlands2019! We measured participant's heart rate and blood pressure while they were discussing changing gender roles in society with a stranger https://t.co/RXJydzBjQB	Tue Aug 20 06:20:13 +0000 2019	20/08/2019 07:20:13					1382322444		<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>	http://pbs.twimg.com/profile_images/1094202558346858496/e2pMurII_normal.jpg	100	449	Utrecht, Niederlande	http://twitter.com/IngaRoesler/statuses/1163697223772905472	{"hashtags":[{"text":"lowlands2019","indices":[100,113]}],"symbols":[],"user_mentions":[{"screen_name":"UniUtrecht","name":"Universiteit Utrecht","id":33548291,"id_str":"33548291","indices":[70,81]},{"screen_name":"UniUtrechtPE","name":"Public Engagement","id":925283063784976400,"id_str":"925283063784976390","indices":[82,95]}],"urls":[],"media":[{"id":1163697216969748500,"id_str":"1163697216969748480","indices":[247,270],"media_url":"http://pbs.twimg.com/media/ECZIdAuXsAAyTov.jpg","media_url_https":"https://pbs.twimg.com/media/ECZIdAuXsAAyTov.jpg","url":"https://t.co/RXJydzBjQB","display_url":"pic.twitter.com/RXJydzBjQB","expanded_url":"https://twitter.com/IngaRoesler/status/1163697223772905472/photo/1","type":"photo","sizes":{"thumb":{"w":150,"h":150,"resize":"crop"},"large":{"w":1024,"h":768,"resize":"fit"},"small":{"w":680,"h":510,"resize":"fit"},"medium":{"w":1024,"h":768,"resize":"fit"}}}]}
